School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,16,Laurel School District,782,Laurel Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,59,16,27.12,2504.68
2021,16,Laurel School District,782,Laurel Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,61,16,26.23,2501.64
2021,16,Laurel School District,782,Laurel Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,61,16,26.23,2501.64
2021,16,Laurel School District,782,Laurel Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,47,13,27.66,2507.94
2021,16,Laurel School District,782,Laurel Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,46,15,32.61,2528.37
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/4th Grade/Non-Foster Care,REPORTED,19,5,26.32,2422.16
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/4th Grade/Non-Homeless,REPORTED,19,5,26.32,2422.16
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-SWD,All Students,Hispanic/Latino/Female/4th Grade/Non-SWD,REPORTED,18,5,27.78,2425.56
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/3rd Grade/Non-Foster Care,REPORTED,17,5,29.41,2329.59
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-Homeless,All Students,Hispanic/Latino/Male/3rd Grade/Non-Homeless,REPORTED,17,5,29.41,2329.59
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-SWD,All Students,Hispanic/Latino/Male/3rd Grade/Non-SWD,REPORTED,16,5,31.25,2334.44
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,35,7,20,2443.09
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,36,7,19.44,2444.5
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,35,7,20,2444.29
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,25,7,28,2473.36
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,31,7,22.58,2454.1
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,40,16,40,2396.68
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,42,16,38.1,2392.86
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,42,16,38.1,2392.86
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,29,14,48.28,2413.03
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,39,16,41.03,2398.23
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,33,6,18.18,2381.18
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,35,7,20,2385.89
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,35,7,20,2385.89
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,21,6,28.57,2414.95
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,25,6,24,2408.04
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,47,8,17.02,2448.09
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,48,8,16.67,2448.69
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,47,8,17.02,2450.77
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,32,5,15.63,2459.13
2021,16,Laurel School District,783,Laurel Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,37,6,16.22,2458.95
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/3rd Grade/Non-Foster Care,REPORTED,31,13,41.94,2420.97
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-Homeless,All Students,Hispanic/Latino/Female/3rd Grade/Non-Homeless,REPORTED,30,13,43.33,2420.93
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non Low-Income,All Students,Hispanic/Latino/Female/3rd Grade/Non Low-Income,REPORTED,25,11,44,2422.12
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-SWD,All Students,Hispanic/Latino/Female/3rd Grade/Non-SWD,REPORTED,30,12,40,2417.57
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/4th Grade/Non-Foster Care,REPORTED,26,7,26.92,2424.38
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/4th Grade/Non-Homeless,REPORTED,26,7,26.92,2424.38
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/4th Grade/Non Low-Income,REPORTED,18,5,27.78,2432.22
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-SWD,All Students,Hispanic/Latino/Female/4th Grade/Non-SWD,REPORTED,18,7,38.89,2454.28
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/5th Grade/Non-Foster Care,REPORTED,45,10,22.22,2467.04
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/5th Grade/Non-Homeless,REPORTED,45,10,22.22,2467.04
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/5th Grade/Non Low-Income,REPORTED,34,8,23.53,2473.76
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-SWD,All Students,Hispanic/Latino/Female/5th Grade/Non-SWD,REPORTED,42,10,23.81,2470.88
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/7th Grade/Non-Foster Care,REPORTED,29,5,17.24,2472.72
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/7th Grade/Non-Homeless,REPORTED,28,5,17.86,2472.18
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/7th Grade/Non Low-Income,REPORTED,22,5,22.73,2477.36
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-SWD,All Students,Hispanic/Latino/Female/7th Grade/Non-SWD,REPORTED,25,5,20,2479.12
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/8th Grade/Non-Foster Care,REPORTED,29,11,37.93,2522.24
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/8th Grade/Non-Homeless,REPORTED,29,11,37.93,2522.24
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/8th Grade/Non Low-Income,REPORTED,21,8,38.1,2535.43
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-SWD,All Students,Hispanic/Latino/Female/8th Grade/Non-SWD,REPORTED,24,11,45.83,2552.71
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,5th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/5th Grade/Non-Foster Care,REPORTED,28,8,28.57,2489.54
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,5th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/5th Grade/Non-Homeless,REPORTED,26,8,30.77,2494.5
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,5th Grade,Non Low-Income,All Students,Hispanic/Latino/Male/5th Grade/Non Low-Income,REPORTED,19,7,36.84,2495.11
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,5th Grade,Non-SWD,All Students,Hispanic/Latino/Male/5th Grade/Non-SWD,REPORTED,27,8,29.63,2492.81
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/6th Grade/Non-Foster Care,REPORTED,31,9,29.03,2488.71
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/6th Grade/Non-Homeless,REPORTED,31,9,29.03,2488.71
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non Low-Income,All Students,Hispanic/Latino/Male/6th Grade/Non Low-Income,REPORTED,22,8,36.36,2510.68
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-SWD,All Students,Hispanic/Latino/Male/6th Grade/Non-SWD,REPORTED,27,9,33.33,2502.7
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/7th Grade/Non-Foster Care,REPORTED,29,11,37.93,2510.97
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/7th Grade/Non-Homeless,REPORTED,29,11,37.93,2510.97
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non Low-Income,All Students,Hispanic/Latino/Male/7th Grade/Non Low-Income,REPORTED,18,8,44.44,2514.83
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-SWD,All Students,Hispanic/Latino/Male/7th Grade/Non-SWD,REPORTED,24,11,45.83,2530.42
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,8th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/8th Grade/Non-Foster Care,REPORTED,26,9,34.62,2522.73
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,8th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/8th Grade/Non-Homeless,REPORTED,25,9,36,2523.72
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,8th Grade,Non Low-Income,All Students,Hispanic/Latino/Male/8th Grade/Non Low-Income,REPORTED,21,7,33.33,2530.86
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,8th Grade,Non-SWD,All Students,Hispanic/Latino/Male/8th Grade/Non-SWD,REPORTED,21,9,42.86,2568.33
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,African American,Female,3rd Grade,Non-EL Students,All Students,African American/Female/3rd Grade/Non-EL Students,REPORTED,15,6,40,2414.27
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,African American,Female,3rd Grade,Non-Foster Care,All Students,African American/Female/3rd Grade/Non-Foster Care,REPORTED,15,6,40,2414.27
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,African American,Female,3rd Grade,Non-Homeless,All Students,African American/Female/3rd Grade/Non-Homeless,REPORTED,15,6,40,2414.27
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Low-Income,All Students,White/Female/3rd Grade/Low-Income,REPORTED,21,7,33.33,2395.71
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,116,73,62.93,2453.02
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,122,75,61.48,2448.74
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,119,73,61.34,2449.7
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,101,68,67.33,2459.76
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,106,71,66.98,2459.32
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,100,64,64,2498.88
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,109,67,61.47,2495.9
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,107,66,61.68,2496.4
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,95,65,68.42,2505.21
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,95,62,65.26,2501.17
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,100,55,55,2533.52
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,106,58,54.72,2531.47
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,106,58,54.72,2531.47
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,87,55,63.22,2546.31
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,94,57,60.64,2543.52
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,103,46,44.66,2542.7
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,105,47,44.76,2542.01
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,104,47,45.19,2542
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,97,46,47.42,2545.55
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,93,44,47.31,2553.44
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,95,51,53.68,2569.98
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,97,52,53.61,2569.84
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,96,52,54.17,2571.02
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,87,51,58.62,2579.61
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,88,51,57.95,2583.38
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,85,41,48.24,2573.61
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,88,43,48.86,2574.5
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,87,42,48.28,2573.52
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,80,41,51.25,2579.91
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,79,42,53.16,2588.77
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,104,68,65.38,2464.26
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,109,72,66.06,2463.47
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,108,72,66.67,2464.62
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,95,67,70.53,2471.65
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,84,60,71.43,2473.01
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Students with Disabilities,All Students,White/Male/3rd Grade/Students with Disabilities,REPORTED,25,12,48,2431.4
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Low-Income,All Students,White/Male/4th Grade/Low-Income,REPORTED,15,7,46.67,2464.8
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,88,56,63.64,2506.92
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,94,61,64.89,2507.67
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,92,60,65.22,2509.07
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,79,54,68.35,2515.81
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,72,55,76.39,2529.36
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Students with Disabilities,All Students,White/Male/4th Grade/Students with Disabilities,REPORTED,22,6,27.27,2436.68
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Low-Income,All Students,White/Male/5th Grade/Low-Income,REPORTED,16,5,31.25,2490.38
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,111,62,55.86,2533.09
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,112,63,56.25,2530.6
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,111,63,56.76,2531.69
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,97,58,59.79,2537.14
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,90,56,62.22,2545.82
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Students with Disabilities,All Students,White/Male/5th Grade/Students with Disabilities,REPORTED,23,7,30.43,2470.65
